Mod:Item:MetaData, Localized Name
mocreatures:firestonechunk, Firestone Chunk [NYI]
mocreatures:whip, Whip
mocreatures:reptile_whip, Reptile Whip
mocreatures:nunchaku, Ninja Nunchaku
mocreatures:sai, Ninja Sai
mocreatures:bo, Ninja Bo Staff
mocreatures:katana, Ninja Katana
mocreatures:sharksword, Shark Sword
mocreatures:shark_mattock, Shark Mattock
mocreatures:sharkaxe, Shark Axe
mocreatures:silversword, Ancient Silver Sword
mocreatures:ancient_silver_mattock, Ancient Silver Mattock
mocreatures:silveraxe, Ancient Silver Axe
mocreatures:ancient_silver_bow, Ancient Silver Bow
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essence_eternal, Essence of Eternity [NYI]
mocreatures:essencefire, Essence of Fire
mocreatures:essence_ice, Essence of Ice [NYI]
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Lightness
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fishing Net
mocreatures:fishnetfull:0, Fishing Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furhelmet, Fur Hood
mocreatures:furchest, Fur Tunic
mocreatures:furlegs, Fur Pants
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heart_eternal, Heart of Eternity [NYI]
mocreatures:heartfire, Heart of Fire
mocreatures:heart_ice, Heart of Ice [NYI]
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Horse Armor
mocreatures:mysticpear, Mystic Pear
mocreatures:recordshuffle, Zebra Music Disc
mocreatures:wyvwood_door, Wyvwood Door
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:duckraw, Raw Duck
mocreatures:duckcooked, Cooked Duck
mocreatures:hidehelmet, Hide Cap
mocreatures:hidechest, Hide Tunic
mocreatures:hidelegs, Hide Pants
mocreatures:hideboots, Hide Shoes
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:venisonraw, Raw Venison
mocreatures:venisoncooked, Cooked Venison
mocreatures:chitinblack, Dark Chitin
mocreatures:chitin, Earth Chitin
mocreatures:chitinnether, Fire Chitin
mocreatures:chitinfrost, Frost Chitin
mocreatures:chitinundead, Undead Chitin
mocreatures:scorpswordcave, Dark Scorpion Blade
mocreatures:dark_scorpion_mattock, Dark Scorpion Mattock
mocreatures:scorpaxecave, Dark Scorpion Axe
mocreatures:scorpsworddirt, Earth Scorpion Blade
mocreatures:earth_scorpion_mattock, Earth Scorpion Mattock
mocreatures:scorpaxedirt, Earth Scorpion Axe
mocreatures:scorpswordnether, Fire Scorpion Blade
mocreatures:fire_scorpion_mattock, Fire Scorpion Mattock
mocreatures:scorpaxenether, Fire Scorpion Axe
mocreatures:scorpswordfrost, Frost Scorpion Blade
mocreatures:frost_scorpion_mattock, Frost Scorpion Mattock
mocreatures:scorpaxefrost, Frost Scorpion Axe
mocreatures:scorpswordundead, Undead Scorpion Blade
mocreatures:undead_scorpion_mattock, Undead Scorpion Mattock
mocreatures:scorpaxeundead, Undead Scorpion Axe
mocreatures:scorphelmetcave, Dark Scorpion Helmet
mocreatures:scorpplatecave, Dark Scorpion Chestplate
mocreatures:scorplegscave, Dark Scorpion Leggings
mocreatures:scorpbootscave, Dark Scorpion Boots
mocreatures:scorphelmetdirt, Earth Scorpion Helmet
mocreatures:scorpplatedirt, Earth Scorpion Chestplate
mocreatures:scorplegsdirt, Earth Scorpion Leggings
mocreatures:scorpbootsdirt, Earth Scorpion Boots
mocreatures:scorphelmetnether, Fire Scorpion Helmet
mocreatures:scorpplatenether, Fire Scorpion Chestplate
mocreatures:scorplegsnether, Fire Scorpion Leggings
mocreatures:scorpbootsnether, Fire Scorpion Boots
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorpplatefrost, Frost Scorpion Chestplate
mocreatures:scorplegsfrost, Frost Scorpion Leggings
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorphelmetundead, Undead Scorpion Helmet
mocreatures:scorpplateundead, Undead Scorpion Chestplate
mocreatures:scorplegsundead, Undead Scorpion Leggings
mocreatures:scorpbootsundead, Undead Scorpion Boots
mocreatures:scorpstingcave, Dark Scorpion Stinger
mocreatures:scorpstingdirt, Earth Scorpion Stinger
mocreatures:scorpstingnether, Fire Scorpion Stinger
mocreatures:scorpstingfrost, Frost Scorpion Stinger
mocreatures:scorpstingundead, Undead Scorpion Stinger
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofrenaming, Scroll of Renaming
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
mocreatures:deep_wyvstone_button, Deep Wyvstone Button [NYI]
mocreatures:wyvstone_button, Wyvstone Button
mocreatures:wyvwood_button, Wyvwood Button
mocreatures:wyvdirt, Wyvdirt
mocreatures:wyvwood_fence_gate, Wyvwood Fence Gate
mocreatures:wyvwood_fence, Wyvwood Fence
mocreatures:firestone, Firestone [NYI]
mocreatures:gleaming_glass, Gleaming Glass
mocreatures:wyvgrass, Wyvgrass Block
mocreatures:wyvwood_leaves, Wyvwood Leaves
mocreatures:wyvwood_log, Wyvwood Log
mocreatures:ancient_silver_block, Block of Ancient Silver
mocreatures:fine_silver_block, Block of Fine Silver
mocreatures:wyvern_nest_block, Wyvern Nest Block [NYI]
mocreatures:ancient_ore, Ancient Ore [NYI]
mocreatures:wyvern_diamond_ore, Wyvern Diamond Ore [NYI]
mocreatures:wyvern_emerald_ore, Wyvern Emerald Ore [NYI]
mocreatures:wyvern_gold_ore, Wyvern Gold Ore [NYI]
mocreatures:wyvern_iron_ore, Wyvern Iron Ore [NYI]
mocreatures:wyvern_lapis_ore, Wyvern Lapis Lazuli Ore [NYI]
mocreatures:gleaming_glass_pane, Gleaming Glass Pane
mocreatures:wyvwood_planks, Wyvwood Planks
mocreatures:deep_wyvstone_pressure_plate, Deep Wyvstone Pressure Plate [NYI]
mocreatures:wyvstone_pressure_plate, Wyvstone Pressure Plate
mocreatures:wyvwood_pressure_plate, Wyvwood Pressure Plate
mocreatures:carved_silver_sandstone, Chiseled Silver Sandstone
mocreatures:silver_sandstone, Silver Sandstone
mocreatures:smooth_silver_sandstone, Cut Silver Sandstone
mocreatures:cobbled_deep_wyvstone, Cobbled Deep Wyvstone [NYI]
mocreatures:cobbled_wyvstone, Cobbled Wyvstone
mocreatures:deep_wyvstone, Deep Wyvstone [NYI]
mocreatures:mossy_cobbled_deep_wyvstone, Mossy Cobbled Deep Wyvstone [NYI]
mocreatures:mossy_cobbled_wyvstone, Mossy Cobbled Wyvstone
mocreatures:wyvstone, Wyvstone
mocreatures:silver_sand, Silver Sand
mocreatures:wyvwood_sapling, Wyvwood Sapling
mocreatures:wyvwood_stairs, Wyvwood Stairs
mocreatures:silver_sandstone_stairs, Silver Sandstone Stairs
mocreatures:cobbled_deep_wyvstone_stairs, Cobbled Deep Wyvstone Stairs [NYI]
mocreatures:cobbled_wyvstone_stairs, Cobbled Wyvstone Stairs
mocreatures:deep_wyvstone_stairs, Deep Wyvstone Stairs [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_stairs, Mossy Cobbled Deep Wyvstone Stairs [NYI]
mocreatures:mossy_cobbled_wyvstone_stairs, Mossy Cobbled Wyvstone Stairs
mocreatures:wyvstone_stairs, Wyvstone Stairs
mocreatures:tall_wyvgrass, Wyvgrass
mocreatures:wyvwood_trapdoor, Wyvwood Trapdoor
mocreatures:silver_sandstone_wall, Silver Sandstone Wall
mocreatures:cobbled_deep_wyvstone_wall, Cobbled Deep Wyvstone Wall [NYI]
mocreatures:cobbled_wyvstone_wall, Cobbled Wyvstone Wall
mocreatures:deep_wyvstone_wall, Deep Wyvstone Wall [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_wall, Mossy Cobbled Deep Wyvstone Wall [NYI]
mocreatures:mossy_cobbled_wyvstone_wall, Mossy Cobbled Wyvstone Wall
mocreatures:wyvstone_wall, Wyvstone Wall
mocreatures:silver_sandstone_slab:0, Silver Sandstone Slab
mocreatures:cobbled_deep_wyvstone_slab:0, Cobbled Deep Wyvstone Slab [NYI]
mocreatures:cobbled_wyvstone_slab:0, Cobbled Wyvstone Slab
mocreatures:deep_wyvstone_slab:0, Deep Wyvstone Slab [NYI]
mocreatures:mossy_cobbled_deep_wyvstone_slab:0, Mossy Cobbled Deep Wyvstone Slab [NYI]
mocreatures:mossy_cobbled_wyvstone_slab:0, Mossy Cobbled Wyvstone Slab
mocreatures:wyvstone_slab:0, Wyvstone Slab
mocreatures:wyvwood_slab:0, Wyvwood Slab
earthworks:daub_cob_arrow0, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow1, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow2, Timber Framed Wattle and Daub
earthworks:daub_cob_arrow3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor4, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor5, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor6, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor7, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_l, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_r, Timber Framed Wattle and Daub
earthworks:daub_cob_left, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_hor, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_vert, Timber Framed Wattle and Daub
earthworks:daub_cob_right, Timber Framed Wattle and Daub
earthworks:daub_cob_slash_back, Timber Framed Wattle and Daub
earthworks:daub_cob_slash, Timber Framed Wattle and Daub
earthworks:daub_cob_square, Timber Framed Wattle and Daub
earthworks:daub_cob_square_x, Timber Framed Wattle and Daub
earthworks:daub_cob_top_l, Timber Framed Wattle and Daub
earthworks:daub_cob_top, Timber Framed Wattle and Daub
earthworks:daub_cob_top_r, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle0, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle1, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle2, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle3, Timber Framed Wattle and Daub
earthworks:daub_cob_xbottom, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_xleft, Timber Framed Wattle and Daub
earthworks:daub_cob_x, Timber Framed Wattle and Daub
earthworks:daub_cob_xright, Timber Framed Wattle and Daub
earthworks:daub_cob_xtop, Timber Framed Wattle and Daub
earthworks:plaster_arrow0, Timber Framed Lath and Plaster
earthworks:plaster_arrow1, Timber Framed Lath and Plaster
earthworks:plaster_arrow2, Timber Framed Lath and Plaster
earthworks:plaster_arrow3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor0, Timber Framed Lath and Plaster
earthworks:plaster_barndoor1, Timber Framed Lath and Plaster
earthworks:plaster_barndoor2, Timber Framed Lath and Plaster
earthworks:plaster_barndoor3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor4, Timber Framed Lath and Plaster
earthworks:plaster_barndoor5, Timber Framed Lath and Plaster
earthworks:plaster_barndoor6, Timber Framed Lath and Plaster
earthworks:plaster_barndoor7, Timber Framed Lath and Plaster
earthworks:plaster_bottom_l, Timber Framed Lath and Plaster
earthworks:plaster_bottom, Timber Framed Lath and Plaster
earthworks:plaster_bottom_r, Timber Framed Lath and Plaster
earthworks:plaster_left, Timber Framed Lath and Plaster
earthworks:plaster_parallel_hor, Timber Framed Lath and Plaster
earthworks:plaster_parallel_vert, Timber Framed Lath and Plaster
earthworks:plaster_right, Timber Framed Lath and Plaster
earthworks:plaster_slash_back, Timber Framed Lath and Plaster
earthworks:plaster_slash, Timber Framed Lath and Plaster
earthworks:plaster_square, Timber Framed Lath and Plaster
earthworks:plaster_square_x, Timber Framed Lath and Plaster
earthworks:plaster_top_l, Timber Framed Lath and Plaster
earthworks:plaster_top, Timber Framed Lath and Plaster
earthworks:plaster_top_r, Timber Framed Lath and Plaster
earthworks:plaster_triangle0, Timber Framed Lath and Plaster
earthworks:plaster_triangle1, Timber Framed Lath and Plaster
earthworks:plaster_triangle2, Timber Framed Lath and Plaster
earthworks:plaster_triangle3, Timber Framed Lath and Plaster
earthworks:plaster_xbottom, Timber Framed Lath and Plaster
earthworks:plaster_xdoor0, Timber Framed Lath and Plaster
earthworks:plaster_xdoor1, Timber Framed Lath and Plaster
earthworks:plaster_xdoor2, Timber Framed Lath and Plaster
earthworks:plaster_xdoor3, Timber Framed Lath and Plaster
earthworks:plaster_xleft, Timber Framed Lath and Plaster
earthworks:plaster_x, Timber Framed Lath and Plaster
earthworks:plaster_xright, Timber Framed Lath and Plaster
earthworks:plaster_xtop, Timber Framed Lath and Plaster
earthworks:item_adobe, Adobe Brick
earthworks:item_chalk, Chalk Dust
earthworks:item_cob, Cob Ball
earthworks:item_lime_plaster, Lime Plaster
earthworks:item_mud, Mud Ball
earthworks:item_quicklime, Quicklime
earthworks:item_slaked_lime, Slaked Lime
earthworks:item_timber, Timber Framing
earthworks:tool_square, Square
earthworks:tool_hand_axe, Handaxe
earthworks:tool_adz, Adz
earthworks:tool_compass, Divider Compass
earthworks:tool_froe, Froe
earthworks:tool_hand_planer, Planer
earthworks:tool_level, Level
earthworks:tool_saw, Saw
earthworks:tool_wood_hammer, Wood Hammer
earthworks:tool_stone_hammer, Stone Hammer
earthworks:tool_iron_hammer, Iron Hammer
earthworks:tool_gold_hammer, Gold Hammer
earthworks:tool_diamond_hammer, Diamond Hammer
earthworks:item_dirt, Dirt Ball
earthworks:item_sand, Sand Pile
earthworks:block_adobe, Adobe
earthworks:block_chalk, Chalk
earthworks:block_cinder, Cinder Blocks
earthworks:block_cob, Cob
earthworks:block_concrete, Concrete
earthworks:block_cordwood, Cordwood
earthworks:block_dry_stone, Dry Fitted Stone
earthworks:block_gabion_gravel, Gravel Gabion
earthworks:block_gabion_sand, Sand Gabion
earthworks:block_gabion_dirt, Dirt Gabion
earthworks:block_mud, Mud
earthworks:block_planks_vert:0, Vertical Oak Wood Planks
earthworks:block_planks_vert:1, Vertical Spruce Wood Planks
earthworks:block_planks_vert:2, Vertical Birch Wood Planks
earthworks:block_planks_vert:3, Vertical Jungle Wood Planks
earthworks:block_planks_vert:4, Vertical Acacia Wood Planks
earthworks:block_planks_vert:5, Vertical Dark Oak Wood Planks
earthworks:block_plaster, Lath and Plaster
earthworks:block_rammed_earth, Rammed Earth
earthworks:block_slate, Blue Slate
earthworks:block_slate_green, Green Slate
earthworks:block_slate_purple, Purple Slate
earthworks:block_slate_slab, Polished Blue Slate
earthworks:block_slate_slab_green, Polished Green Slate
earthworks:block_slate_slab_purple, Polished Purple Slate
earthworks:block_slate_shingle, Blue Slate Shingles
earthworks:block_slate_shingle_verte, Green Slate Shingles
earthworks:block_slate_shingle_purple, Purple Slate Shingles
earthworks:block_slate_tile, Blue Slate Tiles
earthworks:block_slate_tile_verte, Green Slate Tiles
earthworks:block_slate_tile_purple, Purple Slate Tiles
earthworks:block_timber, Oak Timber
earthworks:block_timber_birch, Birch Timber
earthworks:block_timber_spruce, Spruce Timber
earthworks:block_timber_jungle, Jungle Timber
earthworks:block_timber_acacia, Acacia Timber
earthworks:block_timber_dark_oak, Dark Oak Timber
earthworks:block_wattle, Wattle and Daub
earthworks:block_wicker, Wicker
earthworks:block_wood_shingle:0, Oak Wood Shakes
earthworks:block_wood_shingle:1, Spruce Wood Shakes
earthworks:block_wood_shingle:2, Birch Wood Shakes
earthworks:block_wood_shingle:3, Jungle Wood Shakes
earthworks:block_wood_shingle:4, Acacia Wood Shakes
earthworks:block_wood_shingle:5, Dark Oak Wood Shakes
earthworks:fence_planks_vert_oak, Vertical Oak Fence
earthworks:fence_planks_vert_spruce, Vertical Spruce Fence
earthworks:fence_planks_vert_birch, Vertical Birch Fence
earthworks:fence_planks_vert_jungle, Vertical Jungle Fence
earthworks:fence_planks_vert_acacia, Vertical Acacia Fence
earthworks:fence_planks_vert_dark_oak, Vertical Dark Oak Fence
earthworks:itemslab_adobe, Adobe Slab
earthworks:itemslab_chalk, Chalk Slab
earthworks:itemslab_cinder, Cinder Block Slab
earthworks:itemslab_cob, Cob Slab
earthworks:itemslab_concrete, Concrete Slab
earthworks:itemslab_cordwood, Cordwood Slab
earthworks:itemslab_dry_stone, Dry Fitted Stone Slab
earthworks:itemslab_gabion_gravel, Gravel Gabion Slab
earthworks:itemslab_gabion_sand, Sand Gabion Slab
earthworks:itemslab_gabion_dirt, Dirt Gabion Slab
earthworks:itemslab_mud, Mud Slab
earthworks:itemslab_planks_vert_oak, Vertical Oak Wood Slab
earthworks:itemslab_planks_vert_spruce, Vertical Spruce Wood Slab
earthworks:itemslab_planks_vert_birch, Vertical Birch Wood Slab
earthworks:itemslab_planks_vert_jungle, Vertical Jungle Wood Slab
earthworks:itemslab_planks_vert_acacia, Vertical Acacia Wood Slab
earthworks:itemslab_planks_vert_dark_oak, Vertical Dark Oak Wood Slab
earthworks:itemslab_plaster, Lath and Plaster Slab
earthworks:itemslab_rammed_earth, Rammed Earth Slab
earthworks:itemslab_slate, Blue Slate Slab
earthworks:itemslab_slate_green, Green Slate Slab
earthworks:itemslab_slate_purple, Purple Slate Slab
earthworks:itemslab_slate_slab, Polished Blue Slate Slab
earthworks:itemslab_slate_slab_green, Polished Green Slate Slab
earthworks:itemslab_slate_slab_purple, Polished Purple Slate Slab
earthworks:itemslab_slate_shingle, Blue Slate Shingles Slab
earthworks:itemslab_slate_shingle_verte, Green Slate Shingles Slab
earthworks:itemslab_slate_shingle_purple, Purple Slate Shingles Slab
